table_name,column_name,type_name
TB_BC_JwFavJob,Ent_Name,varchar
TB_BC_JwFavJob,Add_Date,datetime
TB_BC_JwFavJob,Job_Name,varchar
TB_BC_JwFavJob,Job_Expire,datetime
TB_BC_JwFavJob,Listid,int
TB_BC_JwFavJob,FAV_Name,varchar
TB_BC_JwFavJob,SiteCode,varchar
TB_BC_JwInfo,AndroidLastLogintime,datetime
TB_BC_JwInfo,Asslogintime,datetime
TB_BC_JwInfo,Blacklist,varchar
TB_BC_JwInfo,Cer_IsState,bit
TB_BC_JwInfo,Cer_number,varchar
TB_BC_JwInfo,Certificate,smallint
TB_BC_JwInfo,CompleteReg,bit
TB_BC_JwInfo,ErrorEmail,bit
TB_BC_JwInfo,Face,varchar
TB_BC_JwInfo,Id,int
TB_BC_JwInfo,IosLastLogintime,datetime
TB_BC_JwInfo,Isblack,bit
TB_BC_JwInfo,Iswrite,bit
TB_BC_JwInfo,Jw_Action,tinyint
TB_BC_JwInfo,Jw_CheckFrom,varchar
TB_BC_JwInfo,Jw_Click_Counter,int
TB_BC_JwInfo,Jw_Contact_Address,varchar
TB_BC_JwInfo,Jw_Contact_Checked,bit
TB_BC_JwInfo,Jw_Contact_Date,datetime
TB_BC_JwInfo,Jw_Contact_Email,varchar
TB_BC_JwInfo,Jw_Contact_Homepage,varchar
TB_BC_JwInfo,Jw_Contact_Mobile,varchar
TB_BC_JwInfo,Jw_Contact_Phone,varchar
TB_BC_JwInfo,Jw_Contact_QQ,varchar
TB_BC_JwInfo,Jw_Contact_Zipcode,varchar
TB_BC_JwInfo,Jw_CreditPoint,int
TB_BC_JwInfo,Jw_CSID,int
TB_BC_JwInfo,Jw_CSName,varchar
TB_BC_JwInfo,Jw_Emailaffirm,bit
TB_BC_JwInfo,Jw_Green,bit
TB_BC_JwInfo,Jw_Has_Maillist,bit
TB_BC_JwInfo,Jw_Hunter,tinyint
TB_BC_JwInfo,Jw_IndustryJob,smallint
TB_BC_JwInfo,Jw_Inviter,int
TB_BC_JwInfo,Jw_Inviter_True,bit
TB_BC_JwInfo,Jw_IsCommend,bit
TB_BC_JwInfo,Jw_LastOpCSID,int
TB_BC_JwInfo,Jw_LastOpCSName,varchar
TB_BC_JwInfo,Jw_LastOperCSID,int
TB_BC_JwInfo,Jw_LastOperCSName,varchar
TB_BC_JwInfo,Jw_Latest_Login,datetime
TB_BC_JwInfo,Jw_Latest_Notice,datetime
TB_BC_JwInfo,Jw_Login_ID,varchar
TB_BC_JwInfo,Jw_Login_Pwd,varchar
TB_BC_JwInfo,Jw_LogIP,varchar
TB_BC_JwInfo,Jw_MobileActive,varchar
TB_BC_JwInfo,Jw_Name,varchar
TB_BC_JwInfo,Jw_Previous_Login,datetime
TB_BC_JwInfo,Jw_Reg_Date,datetime
TB_BC_JwInfo,Jw_RegFrom,varchar
TB_BC_JwInfo,Jw_Repeat,bit
TB_BC_JwInfo,Jw_Score,decimal
TB_BC_JwInfo,Jw_SN,int
TB_BC_JwInfo,Jw_Tag,varchar
TB_BC_JwInfo,Jw_Type,varchar
TB_BC_JwInfo,Location_lat,decimal
TB_BC_JwInfo,Location_lng,decimal
TB_BC_JwInfo,LoginSource,varchar
TB_BC_JwInfo,ManualRefreshTime,datetime
TB_BC_JwInfo,Mobilelogintime,datetime
TB_BC_JwInfo,ModifyTime,datetime
TB_BC_JwInfo,PcLastLogintime,datetime
TB_BC_JwInfo,Querylook,bit
TB_BC_JwInfo,Res_birthday,datetime
TB_BC_JwInfo,Res_Comp_Ability,int
TB_BC_JwInfo,Res_English,varchar
TB_BC_JwInfo,Res_Expr_Years,smallint
TB_BC_JwInfo,Res_GSchool,varchar
TB_BC_JwInfo,Res_Has_Picture,tinyint
TB_BC_JwInfo,Res_Height,smallint
TB_BC_JwInfo,Res_Hukou,int
TB_BC_JwInfo,Res_Hukou_Cn,varchar
TB_BC_JwInfo,Res_Learn,smallint
TB_BC_JwInfo,Res_Livin,int
TB_BC_JwInfo,Res_Livin_Cn,varchar
TB_BC_JwInfo,Res_Major,varchar
TB_BC_JwInfo,Res_Marry,tinyint
TB_BC_JwInfo,Res_Pic,varchar
TB_BC_JwInfo,Res_Sex,tinyint
TB_BC_JwInfo,Res_SN,int
TB_BC_JwInfo,Res_TonwCn,varchar
TB_BC_JwInfo,Res_Town,int
TB_BC_JwInfo,ShowJw_Action,bit
TB_BC_JwInfo,ShowSocialInResume,bit
TB_BC_JwInfo,Sign,varchar
TB_BC_JwInfo,Source,varchar
TB_BC_JwInfo,Source1,varchar
TB_BC_JwInfo,TrueEmail,bit
TB_BC_JwInfo,Weibo,varchar
TB_BC_JwLoginLog,Id,int
TB_BC_JwLoginLog,JwSn,int
TB_BC_JwLoginLog,LoginTime,datetime
TB_BC_JwLoginLog,Ip,varchar
TB_BC_JwLoginLog,LoginSource,varchar
TB_BC_JwPosition,UserID,int
TB_BC_JwPosition,JwSn,int
TB_BC_JwPosition,Lat,decimal
TB_BC_JwPosition,Lng,decimal
TB_BC_JwViewJob,Id,int
TB_BC_JwViewJob,BC_Id,int
TB_BC_JwViewJob,Jw_SN,int
TB_BC_JwViewJob,Job_SN,int
TB_BC_JwViewJob,Job_Name,varchar
TB_BC_JwViewJob,Ent_SN,int
TB_BC_JwViewJob,Ent_Name,varchar
TB_BC_JwViewJob,VDate,datetime
TB_BC_JwViewJob,ViewIP,varchar
TB_BC_JwViewJob,SiteCode,varchar
TB_BC_JX_Industry,JX_IndustryCode,varchar
TB_BC_JX_Industry,JX_IndustryName,nvarchar
TB_BC_JX_Industry,BCIndustryCode,varchar
TB_BC_JX_Industry,BCIndustryName,nvarchar
TB_BC_JX_JobCategory,JXJobCateId,varchar
TB_BC_JX_JobCategory,JXJobCateName,nvarchar
TB_BC_JX_JobCategory,BCCateId,int
TB_BC_JX_JobCategory,BCJobCateName,nvarchar
TB_BC_JX_JobFairType,JiaXingJobFairId,int
TB_BC_JX_JobFairType,BcJobFairId,int
TB_BC_JX_JobFairType,Type,varchar
TB_BC_JX_JobFairType,Area,varchar
TB_BC_JX_JobFairType,HasCompany,bit
TB_BC_List_Down,ID,int
TB_BC_List_Down,ICode,varchar
TB_BC_List_Down,IName,varchar
TB_BC_List_Down,lx,smallint
TB_BC_LoginToken,Token,varchar
TB_BC_LoginToken,UpdateTime,datetime2
TB_BC_LoginToken,Key,varchar
TB_BC_OpenId,Id,bigint
TB_BC_OpenId,Sn,bigint
TB_BC_OpenId,UserType,tinyint
TB_BC_OpenId,OpenIdType,tinyint
TB_BC_OpenId,OpenId,varchar
TB_BC_Resume,Id,int
TB_BC_Resume,Jw_SN,int
TB_BC_Resume,Res_Publish_Date,datetime
TB_BC_Resume,Res_Modify_Date,datetime
TB_BC_Resume,Res_Edu_Trade,varchar
TB_BC_Resume,Res_Ability,varchar
TB_BC_Resume,Res_Dir,nvarchar
TB_BC_Resume,Res_Job_Want,varchar
TB_BC_Resume,Res_Self_intro,nvarchar
TB_BC_Resume,Res_Money,smallint
TB_BC_Resume,Res_JobType1,int
TB_BC_Resume,Res_JobType2,int
TB_BC_Resume,Res_JobType3,int
TB_BC_Resume,Res_Jobkind,varchar
TB_BC_Resume,Res_JobType_Cn1,varchar
TB_BC_Resume,Res_JobType_Cn2,varchar
TB_BC_Resume,Res_JobType_Cn3,varchar
TB_BC_Resume,Res_Workcity1,int
TB_BC_Resume,Res_Workcity2,int
TB_BC_Resume,Res_Workcity3,int
TB_BC_Resume,Res_Workcity_Cn1,varchar
TB_BC_Resume,Res_Workcity_Cn2,varchar
TB_BC_Resume,Res_Workcity_Cn3,varchar
TB_BC_Resume,Res_SN,int
TB_BC_Resume,Jw_IsHidden,bit
TB_BC_Resume,Title,varchar
TB_BC_Resume,Num,tinyint
TB_BC_Resume,Mgt_SN,tinyint
TB_BC_Resume,ResSystemState,tinyint
TB_BC_Resume,ResIsIllegal,bit
TB_BC_Resume,Res_Tag,varchar
TB_BC_Resume,Pt_WorkTime,varchar
TB_BC_Resume,Pt_Salary,int
TB_BC_Resume,Pt_SalaryUnit,int
TB_BC_Resume,Res_JobCategory_Cn1,varchar
TB_BC_Resume,Res_JobCategory_Cn2,varchar
TB_BC_Resume,Res_JobCategory_Cn3,varchar
TB_BC_Resume,Salary_High,int
TB_BC_Resume,Salary_Low,int
TB_BC_Resume,Salary_Discuss,bit
TB_BC_Resume,Res_JobCategory1,int
TB_BC_Resume,Res_JobCategory2,int
TB_BC_Resume,Res_JobCategory3,int
TB_BC_Resume,AuditMessage,varchar
TB_BC_Resume,Res_Project_Exper,nvarchar
TB_BC_Resume,Res_IndustryCode,varchar
TB_BC_Resume,Res_IndustryName,varchar
TB_BC_Resume,LastAuditTime,datetime
TB_BC_Resume,Res_Train,nvarchar
TB_BC_Resume,JobCategoryTag,nvarchar
TB_BC_Resume,LastEduYear,int
TB_BC_SalesOrder,Id,int
TB_BC_SalesOrder,BC_ID,int
TB_BC_SalesOrder,Ent_SN,int
TB_BC_SalesOrder,Ent_Name,varchar
TB_BC_SalesOrder,Ent_SiteCode,varchar
TB_BC_SalesOrder,IsDel,bit
TB_BC_SalesOrder,Add_date,datetime
TB_BC_SalesOrder,Pro_date,datetime
TB_BC_SalesOrder,Pro_money,decimal
TB_BC_SalesOrder,Pro_moneywl,decimal
TB_BC_SalesOrder,Pro_moneyxc,decimal
TB_BC_SalesOrder,Pro_moneygg,decimal
TB_BC_SalesOrder,Pro_moneygx,decimal
TB_BC_SalesOrder,Pro_moneycf,decimal
TB_BC_SalesOrder,Pro_moneyjj,decimal
TB_BC_SalesOrder,Pro_moneydx,decimal
TB_BC_SalesOrder,Pro_moneyth,decimal
TB_BC_SalesOrder,Pro_moneydk,decimal
TB_BC_SalesOrder,Pro_moneypx,decimal
TB_BC_SalesOrder,Pro_moneyjc,decimal
TB_BC_SalesOrder,Pro_moneydl,decimal
TB_BC_SalesOrder,Pro_moneyqt,decimal
TB_BC_SalesOrder,Pro_moneycose,decimal
TB_BC_SalesOrder,Pro_IsNew,bit
TB_BC_SalesOrder,Pro_IsOldType,smallint
TB_BC_SalesOrder,Pro_IsTax,bit
TB_BC_SalesOrder,Pro_BankName,varchar
TB_BC_SalesOrder,Pro_BankCode,varchar
TB_BC_SalesOrder,SalesAreaName,varchar
TB_BC_SalesOrder,SalesAreaCode,varchar
TB_BC_SalesOrder,SalesMemberID,int
TB_BC_SalesOrder,SalesMemberName,varchar
TB_BC_SalesOrder,SalesDeptID,int
TB_BC_SalesOrder,SalesDeptName,varchar
TB_BC_SalesOrder,SalesSiteCode,varchar
TB_BC_SalesOrder,IsTwoSales,bit
TB_BC_SalesOrder,TSalesMemberID,int
TB_BC_SalesOrder,TSalesMemberName,varchar
TB_BC_SalesOrder,TSalesDeptID,int
TB_BC_SalesOrder,TSalesDeptName,varchar
TB_BC_SalesOrder,TSalesSiteCode,varchar
TB_BC_SalesOrder,TSalesPercent,decimal
TB_BC_SalesOrder,CSMemberID,int
TB_BC_SalesOrder,CSMemberName,varchar
TB_BC_SalesOrder,IsSpecial,bit
TB_BC_SalesOrder,Special_Txt,nvarchar
TB_BC_SalesOrder,Special_State,smallint
TB_BC_SalesOrder,Special_Date,datetime
TB_BC_SalesOrder,Special_MemberID,int
TB_BC_SalesOrder,Special_MemberName,varchar
TB_BC_SalesOrder,SpecialLittleOrder_State,smallint
TB_BC_SalesOrder,Finance_State,smallint
TB_BC_SalesOrder,Finance_Date,datetime
TB_BC_SalesOrder,Finance_SyncState,smallint
TB_BC_SalesOrder,Finance_SyncTxt,varchar
TB_BC_SalesOrder,Finance_MemberID,int
TB_BC_SalesOrder,Finance_MemberName,varchar
TB_BC_SalesOrder,Finance_DeptID,int
TB_BC_SalesOrder,Finance_DeptName,varchar
TB_BC_SalesOrder,Finance_SyncDate,datetime
TB_BC_SalesOrder,Open_State,smallint
TB_BC_SalesOrder,Open_Date,datetime
TB_BC_SalesOrder,Open_MemberID,int
TB_BC_SalesOrder,Open_MemberName,varchar
TB_BC_SalesOrder,Open_msm,int
TB_BC_SalesOrder,Open_jj_give,decimal
TB_BC_SalesOrder,Open_cf_give,decimal
TB_BC_SalesOrder,Open_lookres,int
TB_BC_SalesOrder,Open_pushjob,int
TB_BC_SalesOrder,Open_frozen,int
TB_BC_SalesOrder,Open_adb3,int
TB_BC_SalesOrder,Open_zk,int
TB_BC_SalesOrder,Open_gxhym_web,bit
TB_BC_SalesOrder,Open_gxhym_web_url,varchar
TB_BC_SalesOrder,Open_gxhmb_web,bit
TB_BC_SalesOrder,Open_gxhym_mobile,bit
TB_BC_SalesOrder,Open_gxhym_mobile_url,varchar
TB_BC_SalesOrder,Open_gxhmb_mobile,bit
TB_BC_SalesOrder,Open_thxs,bit
TB_BC_SalesOrder,Open_thxs_date,varchar
TB_BC_SalesOrder,Open_give_date,varchar
TB_BC_SalesOrder,Open_cf_money,decimal
TB_BC_SalesOrder,BegTxt,varchar
TB_BC_SalesOrder,IsSpecialLittleOrder,bit
TB_BC_SalesOrder,Open_IsClearMem,bit
TB_BC_SalesOrder,Open_IsOpenFirst,bit
TB_BC_SalesOrder,Ent_Name_Change,varchar
TB_BC_SalesOrder,Ent_Name_IsChange,bit
TB_BC_SalesOrder,Open_IsClearMem_MemData,bit
TB_BC_SalesOrder,Open_IsClearMem_MsmCount,bit
TB_BC_SalesOrder,Open_IsClearMem_JJ,bit
TB_BC_SalesOrder,Open_IsClearMem_CF,bit
TB_BC_SalesOrder,Open_jj_money,decimal
TB_BC_SalesOrder,Del_MemberID,int
TB_BC_SalesOrder,Del_MemberName,varchar
TB_BC_SalesOrder,Check_State,smallint
TB_BC_SalesOrder,Check_Date,datetime
TB_BC_SalesOrder,Check_MemberID,int
TB_BC_SalesOrder,Check_MemberName,varchar
TB_BC_SalesOrder,Open_LogID,int
TB_BC_SalesOrder,Open_FrozenEndDate_int,int
TB_BC_SalesOrder,Open_autorefresh_give,int
TB_BC_SalesOrder,Open_autorefresh_money,int
TB_BC_SalesOrder,Pro_moneywb,decimal
TB_BC_SalesOrder,Pro_moneysx,decimal
TB_BC_SalesOrder,SiteTime,int
TB_BC_SalesOrder,SiteTimeUnit,varchar
TB_BC_SalesOrder,OpenGiveDateUnit,varchar
TB_BC_SalesOrder,OpenGiveDate,int
TB_BC_SalesOrder,IsHasBill,bit
TB_BC_SalesOrder,ContractNum,varchar
TB_BC_SalesOrder,SignBillType,varchar
TB_BC_SalesOrder,ServiceDeadline,varchar
TB_BC_SalesOrder,BillNum,varchar
TB_BC_SalesOrder,BillMoney,decimal
TB_BC_SalesOrder,BillDate,datetime
TB_BC_SalesOrder,BillName,varchar
TB_BC_SalesOrder,Edit_IsSiteTime,bit
TB_BC_SalesOrder,Edit_SiteTime_int,int
TB_BC_SalesOrder,Edit_SiteTime_Unit,varchar
TB_BC_SalesOrder,Edit_IsFrozenEndDate,bit
TB_BC_SalesOrder,Edit_FrozenEndDate_int,int
TB_BC_SalesOrder,Edit_FrozenEndDate_Unit,varchar
TB_BC_SalesOrder,Edit_Isjj_money,bit
TB_BC_SalesOrder,Edit_jj_money,decimal
TB_BC_SalesOrder,Edit_Isautorefresh,bit
TB_BC_SalesOrder,Edit_autorefresh,int
TB_BC_SalesOrder,Edit_Iscf_money,bit
TB_BC_SalesOrder,Edit_cf_money,decimal
TB_BC_SalesOrder,Edit_Ismsm,bit
TB_BC_SalesOrder,Edit_msm,int
TB_BC_SalesOrder,Edit_IsOpenGiveDate,bit
TB_BC_SalesOrder,Edit_OpenGiveDate,int
TB_BC_SalesOrder,IsEdit,bit
TB_BC_SalesOrder,Pristine_TotalMoney,decimal
TB_BC_SalesOrder,Edit_Remarks,varchar
TB_BC_SalesOrder,Edit_GiveDate,int
TB_BC_SalesOrder,Edit_YouGu,int
TB_BC_SalesOrder,Pro_moneyyg,decimal
TB_BC_SalesOrder,Open_yg_money,int
TB_BC_SalesOrder,Edit_GiveJJ,decimal
TB_BC_SalesOrder,Edit_GiveAutorefresh,decimal
TB_BC_SalesOrder,Edit_GiveCF,decimal
TB_BC_SalesOrder,Edit_lookres,int
TB_BC_SalesOrder,Edit_pushjob,int
TB_BC_SalesOrder,DelayedSel,int
TB_BC_SalesOrder,Edit_Time,datetime
TB_BC_SalesOrder,DelayedDate,datetime
TB_BC_SalesOrder,Pro_moneysq,decimal
TB_BC_SalesOrder,Pro_moneytt,decimal
TB_BC_SalesOrder,Pro_moneyjl,decimal
TB_BC_SalesOrder,Pro_moneyxg,decimal
TB_BC_SalesOrder,Open_cf_SiteCode,varchar
TB_BC_SalesOrder,Open_sq_money,int
TB_BC_SalesOrder,Open_tt_money,int
TB_BC_SalesOrder,Edit_SheQun,int
TB_BC_SalesOrder,Edit_TouTiao,int
TB_BC_SalesOrder,Finish_Date,datetime
TB_BC_SalesOrder,Finish_MemberName,varchar
TB_BC_SalesOrder,Finish_MemberID,int
TB_BC_SalesOrder,AcceptOrderState,int
TB_BC_SalesOrder,IsWIE_Autorefresh,bit
TB_BC_SalesOrder,ContractImgUrl1,varchar
TB_BC_SalesOrder,ContractImgUrl2,varchar
TB_BC_SalesOrder,Pro_refund,decimal
TB_BC_SalesOrder,Open_autorefreshbycount_give,int
TB_BC_SalesOrder,Open_autorefreshbycount_money,int
TB_BC_SalesOrder,Edit_GiveAutorefreshByCount,int
TB_BC_SalesOrder,Edit_AutorefreshByCount,int
TB_BC_SalesOrder,ExpireDay,int
TB_BC_SalesOrder,Agreement,varchar
TB_BC_SalesOrder,UploadPic,varchar
TB_BC_SalesOrder,Pro_precharge,decimal
TB_BC_SalesOrder,Pro_precharge_give,decimal
TB_BC_SalesOrder,OpenSiteCode,varchar
TB_BC_ViewResume,Id,int
TB_BC_ViewResume,YnCompanyId,int
TB_BC_ViewResume,BC_Id,int
TB_BC_ViewResume,Ent_SN,int
TB_BC_ViewResume,Jw_SN,int
TB_BC_ViewResume,VDate,datetime
TB_BC_ViewResume,VContact,bit
TB_BC_ViewResume,Ent_Name,varchar
TB_BC_ViewResume,Jw_Name,varchar
TB_BC_ViewResume,Res_Has_Picture,bit
TB_BC_ViewResume,Res_Sex,tinyint
TB_BC_ViewResume,Res_Expr_Years,smallint
TB_BC_ViewResume,Res_Learn,smallint
TB_BC_ViewResume,Res_Money,smallint
TB_BC_ViewResume,Res_JobType_Cn1,varchar
TB_BC_ViewResume,Res_JobType_Cn2,varchar
TB_BC_ViewResume,Res_JobType_Cn3,varchar
TB_BC_ViewResume,Res_SN,int
TB_BC_ViewResume,AccountID,int
TB_BC_ViewResume,AccountName,varchar
TB_BC_YnCity,YnId,int
TB_BC_YnCity,YnName,nvarchar
TB_BC_YnCity,CityCode,int
TB_BC_YnComLike,YnId,int
TB_BC_YnComLike,CreateTime,datetime
TB_BC_YnCompany,YnId,int
TB_BC_YnCompany,EntSn,int
TB_BC_YnCompany,Success,bit
TB_BC_YnCompany,ErrorMsg,nvarchar
TB_BC_YnCompany,logo,int
TB_BC_YnCompany,CanViewResumeCount,int
TB_BC_YnCompany,ViewedResumeCount,int
TB_BC_YnCompany,BonusResume,int
TB_BC_YnCompany,NewRefresh,int
TB_BC_YnCompany,HasRefresh,int
TB_BC_YnCompany,CanPubJobCount,int
TB_BC_YnCompany,LeftInviteCount,int
TB_BC_YnCompany,CreateTime,datetime
TB_BC_YnCompany,LoginTime,datetime
TB_BC_YnCompany,ServiceEndDate,datetime
TB_BC_YnDept,YnId,int
TB_BC_YnDept,YnUserId,int
TB_BC_YnDept,BcId,int
TB_BC_YnDept,Success,bit
TB_BC_YnDept,ErrorMsg,nvarchar
TB_BC_YnDept,CreateTime,datetime
TB_BC_YnDept,LoginTime,datetime
TB_BC_YnEntInvite,YnId,int
TB_BC_YnEntInvite,InviteId,int
TB_BC_YnEntInvite,CreateTime,datetime
TB_BC_YnEntInvite,IsOk,bit
TB_BC_YnEntInvite,ErrMsg,nvarchar
TB_BC_YnJob,YnJobId,int
TB_BC_YnJob,YnUserId,int
TB_BC_YnJob,JobSn,int
TB_BC_YnJob,Success,bit
TB_BC_YnJob,ErrorMsg,nvarchar
TB_BC_YnJob,JobCateId,int
TB_BC_YnJob,CreateTime,datetime
TB_BC_YnJob,LoginTime,datetime
TB_BC_YnJobCate,Id,int
TB_BC_YnJobCate,YnCateId,int
TB_BC_YnJobCate,YnCateName,nvarchar
TB_BC_YnJobCate,BcCateId,int
TB_BC_YnJobCate,BcCateName,varchar
TB_BC_YnJobFavor,YnId,int
TB_BC_YnJobFavor,FavorId,int
TB_BC_YnJobFavor,CreateTime,datetime
TB_BC_YnJobFavor,IsOk,bit
TB_BC_YnJw,JwSn,int
TB_BC_YnJw,YnUserID,int
TB_BC_YnJw,CreateTime,datetime
TB_BC_YnJwApply,YnId,int
TB_BC_YnJwApply,JwApplyId,int
TB_BC_YnJwApply,CreateTime,datetime
TB_BC_YnJwApply,IsOk,bit
TB_BC_YnJwErr,YnUserID,int
TB_BC_YnJwErr,JwSn,int
TB_BC_YnJwErr,Message,nvarchar
TB_BC_YnJwErr,CreateTime,datetime
TB_BC_YnJwRepeat,YnUserID,int
TB_BC_YnJwRepeat,YnMobilePhone,varchar
TB_BC_YnJwRepeat,JwSn,varchar
TB_BC_YnJwRepeat,CreateTime,datetime
TB_BC_YnJwRepeat,IsDeal,bit
TB_BC_YnJwRepeat,IsAdd,bit
TB_BC_YnJwUpdate,Id,int
TB_BC_YnJwUpdate,YnUserId,int
TB_BC_YnJwUpdate,JwSn,int
TB_BC_YnJwUpdate,Status,int
TB_BC_YnJwUpdate,CreateTime,datetime
TB_BC_YnJwUpdate,UpdateTime,datetime
TB_BC_YnSpeciality,Id,int
TB_BC_YnSpeciality,Name,varchar
TB_BC_YnUpdateSalary,UserID,int
TB_BC_YnUpdateSalary,JwSn,int
TB_BC_YnUpdateSalary,AddTime,datetime
TB_BC_YnzpId,Id,bigint
TB_BC_YnzpId,Type,int
TB_BC_YnzpId,YnzpId,int
TB_BC_YnzpId,BczpId,int
TB_BizInfo,BizId,int
TB_BizInfo,UserId,int
TB_BizInfo,Status,int
TB_BizInfo,BizTitle,nvarchar
TB_BizInfo,BizContent,nvarchar
TB_BizInfo,CreateTime,datetime
TB_BizInfo,UpdateTime,datetime
TB_BizInfo,AuditInfo,nvarchar
TB_BM_Info,Id,int
TB_BM_Info,Name,varchar
TB_BM_Info,Phone,varchar
TB_BM_Info,EntName,varchar
TB_BM_Info,associa,varchar
TB_BM_Info,IsRegister,bit
TB_BM_Info,BMTime,datetime2
TB_CK_Click_Count,Id,bigint
TB_CK_Click_Count,code,int
TB_CK_Click_Count,source,int
TB_CK_Click_Count,clickTime,datetime
TB_CK_Click_Count,ip,nvarchar
TB_CK_Redirect_Configuration,Id,bigint
TB_CK_Redirect_Configuration,code,int
TB_CK_Redirect_Configuration,name,nvarchar
TB_CK_Redirect_Configuration,url,nvarchar
TB_CK_Redirect_Configuration,remark,nvarchar
TB_ComAddtionInfo,ComId,int
TB_ComAddtionInfo,Weixin,nvarchar
TB_ComAddtionInfo,Shop,varchar
TB_ComAddtionInfo,HasNewLogo,bit
TB_ComAddtionInfo,HasWeixinQrcode,bit
TB_ComComment,CommentId,int
TB_ComComment,CommentResult,int
TB_ComComment,ComId,int
TB_ComComment,PersonId,int
TB_ComComment,PersonAccount,nvarchar
TB_ComComment,CommentInfo,nvarchar
TB_ComComment,CommentTag,varchar
TB_ComComment,CommentTime,datetime
TB_ComCommentStat,ComId,int
TB_ComCommentStat,GoodCount,int
TB_ComCommentStat,NormalCount,int
TB_ComCommentStat,BadCount,int
TB_ComCommentStat,GoodRate,decimal
TB_ComJobStat,ComId,int
TB_ComJobStat,Male,decimal
TB_ComJobStat,Female,decimal
TB_ComJobStat,AnyGender,decimal
TB_ComJobStat,Edu0,decimal
TB_ComJobStat,Edu60,decimal
TB_ComJobStat,Edu50,decimal
TB_ComJobStat,Edu70more,decimal
TB_ComJobStat,Edu40less,decimal
TB_ComJobStat,AnyEdu,decimal
TB_ComJobStat,TotalJob,int
TB_ComJobStat,UpdateTime,datetime
TB_ComLike,id,int
TB_ComLike,comid,int
TB_ComLike,personid,int
TB_ComLike,addtime,datetime
TB_CommentTagStat,TagStatId,varchar
TB_CommentTagStat,ComId,int
TB_CommentTagStat,TagId,int
TB_CommentTagStat,TagCount,int
TB_ComMessage,MsgId,int
TB_ComMessage,PersonId,int
TB_ComMessage,ComId,int
TB_ComMessage,FromNick,nvarchar
TB_ComMessage,FromPhone,nvarchar
TB_ComMessage,FromEmail,nvarchar
TB_ComMessage,MsgContent,nvarchar
TB_ComMessage,CreateTime,datetime
TB_ComMessage,ReplyContent,nvarchar
TB_ComMessage,ReplyTime,datetime
TB_ComMessage,ComDel,bit
TB_ComMessage,PersonDel,bit
TB_ComNews,id,int
TB_ComNews,comId,int
TB_ComNews,addTime,datetime
TB_ComNews,updateTime,datetime
TB_ComNews,infoContent,nvarchar
TB_Company,UserID,int
TB_Company,CompanyName,nvarchar
TB_Company,FullName,nvarchar
TB_Company,CompanyType,int
TB_Company,EmpRange,int
TB_Company,Contact,nvarchar
TB_Company,ContactSex,int
TB_Company,ContactInfoPublic,bit
TB_Company,Tel,nvarchar
TB_Company,ContactTelPublic,bit
TB_Company,Fax,nvarchar
TB_Company,FaxPublic,bit
TB_Company,Email,nvarchar
TB_Company,EmailPublic,bit
TB_Company,IsValid,int
TB_Company,Region,int
TB_Company,Address,nvarchar
TB_Company,Postcode,nvarchar
TB_Company,Website,nvarchar
TB_Company,Intro,nvarchar
TB_Company,HrManagerName,nvarchar
TB_Company,HrManagerTel,nvarchar
TB_Company,HrManagerSex,int
TB_Company,HasLogo,bit
TB_Company,LogUrl,nvarchar
TB_Company,BusLine,nvarchar
TB_Company,ValidateText,nvarchar
TB_Company,IsBlack,int
TB_Company,EmpNo,int
TB_Company,CompanyGroup,varchar
TB_Company,ContactTel,nvarchar
TB_Company,ContactJobTitle,nvarchar
TB_Company,HasLic,bit
TB_Company,QQNo,varchar
TB_Company,LicNo,varchar
TB_Company,Q,nvarchar
TB_Company,HasLikeCom,int
TB_Company,VipType,int
TB_Company,JobRefreshTime,datetime
TB_Company,GiftPromised,nvarchar
TB_Company,GiftApplied,nvarchar
TB_Company,LastEmpNo,int
TB_Company,LastChgEmpTime,datetime
TB_Company,OpChgEmpNo,int
TB_Company,LastRefreshTime,datetime
TB_Company,ComRank,int
TB_Company,SalesVipClass,int
TB_Company,SalesMoney,decimal
TB_Company,SalesQQ,varchar
TB_Company,SalesEmail,nvarchar
TB_Company,ModifyCount,int
TB_Company,CanDelete,int
TB_Company,SalesNote,nvarchar
TB_Company,FamousGrade,int
TB_Company,IsVip,bit
TB_Company,lat,decimal
TB_Company,lng,decimal
TB_Company,gisconfidence,int
TB_Company,OldRegion,int
TB_Company,IsCol,bit
TB_Company,Mobile,varchar
TB_Company,RegSrc,int
TB_Company,LicAduitStatus,int
TB_Company,AduitEmpNo,int
TB_Company,AduitEmpName,nvarchar
TB_Company,PublicPoolId,int
TB_Company,geo,geography
TB_Company,ModifyTime,datetime
TB_Company,ResPoolId,int
TB_Company_Dept,DeptID,int
TB_Company_Dept,UserID,int
TB_Company_Dept,Manager,nvarchar
TB_Company_Dept,Email,nvarchar
TB_Company_Dept,Sex,int
TB_Company_Dept,Tel,nvarchar
TB_Company_Dept,Fax,nvarchar
TB_Company_Dept,DeptName,nvarchar
TB_Company_Dept,Mobile,varchar
TB_CompanyAduit,ComId,int
TB_CompanyAduit,NewCompanyName,nvarchar
TB_CompanyAduit,NewFullName,nvarchar
TB_CompanyAduit,NewLicNo,varchar
TB_CompanyAduit,NewLic,varchar
TB_CompanyAduit,AddTime,datetime
TB_CompanyAduit,AduitTime,datetime
TB_CompanyAduit,AduitStatus,int
